Position Bucket,Display Rank,Player,Team,Bye Week,Floor,Points,Ceiling,SD,Uncertainty,VOR,Drop Off,Tier,Age,ADP,AAV,Rank - Overall,Rank - Position,ECR,Injury Status,Points Spread,Experience
LB,3,Jack Campbell,DET,6,91.6,119,167,44.8,38,8.85,1.99,1,25,,10.4,89,3,2.31,,75.4,3
LB,4,Nick Bolton,KC,5,87.9,117,169,47.9,69,6.86,1.82,1,26,,12.1,94,4,13.3,,81.1,5
LB,5,Ernest Jones,SEA,11,89.1,116,157,39.2,25,5.04,1.32,1,26,,10.4,104,5,6.77,,67.9,5
LB,6,Roquan Smith,BAL,13,91,114,154,36.7,7,3.72,1.14,1,29,,18.3,109,6,3.85,,63,8
LB,7,Foyesade Oluokun,JAC,7,88.2,113,157,41.2,36,2.58,0.227,1,31,,13.3,114,7,7.23,,68.8,8
LB,8,Cedric Gray,TEN,9,82.2,113,168,51.2,85,2.35,0.687,1,23,,8.74,116,8,13.4,,85.8,2
LB,9,Carson Schwesinger,CLE,11,70.8,112,166,51.7,64,1.66,1.66,1,23,,10.6,122,9,3.08,Q,95.2,1
LB,10,Jamien Sherwood,NYJ,13,84.2,111,156,42.5,41,0,0.345,1,26,,10.9,130,10,10.5,,71.8,5
LB,11,Tremaine Edmunds,NYG,8,85.3,110,149,36.1,23,-0.345,0.879,1,28,,14.3,133,11,19,,63.7,8
LB,12,Fred Warner,SF,8,71.1,109,161,48.7,56,-1.22,2.64,1,29,,19.2,141,12,7.54,,89.9,8
LB,13,Quay Walker,LVR,13,69,107,154,45.7,48,-3.87,2.01,1,26,,11.5,160,13,12.4,,85,4
LB,14,Alex Singleton,DEN,10,71.4,105,153,45.8,66,-5.88,5.73,1,32,,11.3,172,14,17.1,,81.6,11
LB,15,Nate Landman,LAR,11,73.2,99,143,40.7,34,-11.6,0.371,1,27,,11.4,224,15,12.5,,69.8,4
LB,16,Barrett Carter,CIN,6,71.7,98.7,146,44.2,49,-12,0.482,1,23,,7.15,229,16,34.5,,74.3,1
LB,17,Devin Bush,CHI,10,68.4,98.2,141,40.5,31,-12.5,0.146,1,28,,10.3,236,17,26.2,,72.6,7
LB,18,Zack Baun,PHI,10,71.3,98,137,37,11,-12.6,0.648,1,29,,11.8,239,18,10.5,,65.7,6
LB,19,Daiyan Henley,LAC,7,66.1,97.4,136,37.3,21,-13.3,0.544,1,26,,11,246,19,26.1,,69.9,3
LB,20,Patrick Queen,PIT,9,71.1,96.8,131,32.4,33,-13.8,0.861,1,27,,8.83,255,20,34.2,,59.9,6
LB,21,Edgerrin Cooper,GB,11,63.8,96,132,35.4,15,-14.7,0.441,1,24,,7.22,265,21,18.9,,68.2,2
LB,22,DeMarvion Overshown,DAL,14,64.2,95.5,139,41.5,67,-15.1,2.17,2,26,,6.82,271,22,43.3,,74.8,3
LB,23,Sonny Styles,WAS,7,70.2,93.4,132,36.5,16,-17.3,0.161,2,21,,13,286,23,17.2,,61.8,0
LB,24,Zaire Franklin,GB,11,69.5,93.2,125,30.5,10,-17.4,0.369,2,30,,15,289,24,17.6,,55.5,8
LB,25,Devin Lloyd,CAR,5,71,92.8,119,25.6,5,-17.8,0.00411,2,27,,12,296,25,24.9,,48,4
LB,26,Robert Spillane,NE,11,54.8,92.8,140,45.3,61,-17.8,1.06,2,30,,11.5,297,26,20.8,,85.2,8
LB,27,Demario Davis,NYJ,13,49.2,91.8,141,48.3,77,-18.9,0.577,2,37,,5.62,313,27,39.2,,91.8,14
LB,28,Terrel Bernard,BUF,7,66.2,91.2,125,31.9,26,-19.4,0.38,2,27,,15.3,320,28,32.2,,58.8,4
LB,29,Kaden Elliss,NO,8,63,90.8,124,32.2,18,-19.8,0.27,2,31,,11.5,327,29,25.5,,61,7
LB,30,Nakobe Dean,LVR,13,44.7,90.6,145,53.2,80,-20.1,0.37,2,25,,6.96,328,30,29.5,,100.3,4
LB,31,Azeez Al-Shaair,HOU,8,54,90.2,132,41.2,46,-20.5,2.12,2,29,,12,330,31,26.7,,78,7
LB,32,T.J. Edwards,CHI,10,45.2,88.1,141,51.5,90,-22.6,0.617,2,30,,8.93,351,32,24.5,,95.8,7
LB,33,Demetrius Knight,CIN,6,66.6,87.4,121,31.3,13,-23.2,2.06,2,26,,3.34,357,33,49.5,,54.4,1
LB,34,Mack Wilson,ARI,14,57.4,85.4,128,40.3,75,-25.2,0.033,2,28,,6.43,368,34,39.1,,70.6,7
LB,35,CJ Allen,IND,13,68.5,85.4,103,18.3,1,-25.3,1.24,2,21,,10.8,370,35,24.5,,34.5,0
LB,36,Tyrel Dodson,MIA,6,70.9,84.1,101,15.9,3,-26.5,0.31,2,28,,8.11,381,36,41.5,,30.1,7
LB,37,Divine Deablo,ATL,11,55.2,83.8,123,37.1,44,-26.8,1.04,2,28,,7.2,384,37,34.2,,67.8,5
LB,38,Quincy Williams,CLE,11,52.3,82.8,121,36.7,20,-27.9,0.0232,2,29,,3.31,394,38,34.4,,68.7,7
LB,39,Eric Wilson,MIN,6,59.9,82.7,115,30.3,28,-27.9,0.172,2,31,,7.58,395,39,43.7,,55.1,9
LB,40,Drue Tranquill,KC,5,61.5,82.6,118,33.3,59,-28.1,3.07,2,31,,4.1,397,40,51.8,Q,56.5,7
LB,41,Jihaad Campbell,PHI,10,52.7,79.5,121,39.1,95,-31.1,1.29,2,26,,4.56,415,41,49.7,,68.3,1
LB,42,Jihaad Campbell,PHI,10,52.7,79.5,121,39.1,95,-31.1,1.29,2,26,,4.56,415,41,49.7,,68.3,1
LB,43,Alex Anzalone,TB,10,50.9,78.2,117,36.2,39,-32.4,1.57,2,31,,10.8,421,42,37.2,,66.1,9
LB,44,Dee Winters,DAL,14,53.9,76.6,104,26.5,43,-34,0.216,2,25,,4.3,428,43,41.8,,50.1,3
LB,45,Dre Greenlaw,SF,8,45.3,76.4,120,41.6,87,-34.2,1.68,2,29,,7.78,429,44,56.8,,74.7,7
LB,46,Arvell Reese,NYG,8,37.6,74.7,123,46.4,99,-35.9,0.678,2,20,,7.13,448,45,22.8,,85.4,0
LB,47,Arvell Reese,NYG,8,37.6,74.7,123,46.4,89,-35.9,0.678,2,20,,7.13,448,45,48.8,,85.4,0
LB,48,Drake Thomas,SEA,11,57.2,74.1,101,25.2,8,-36.6,0.292,2,26,,6.1,452,46,55.7,,43.8,3
LB,49,SirVocea Dennis,TB,10,60.2,73.8,86.1,18.8,84,-36.9,0.354,2,26,,4.37,454,47,97.8,,25.9,3
LB,50,Henry To'oTo'o,HOU,8,44.7,73.4,113,37.7,62,-37.2,0.989,2,25,,6.72,460,48,55.4,,68.3,3
LB,51,Cody Barton,TEN,9,46.9,72.4,101,28.6,72,-38.2,0.288,2,29,,6.07,466,49,69.2,,54.1,7
LB,52,Akeem Davis-Gaither,IND,13,40.6,72.1,114,40.1,98,-38.5,2.14,2,28,,4.03,470,50,59.1,,73.4,6
LB,53,Christian Harris,ATL,11,48.2,70,103,31.1,79,-40.6,0.0167,2,25,,2.5,484,51,70.1,,54.8,4
LB,54,Trevin Wallace,CAR,5,49.8,70,104,32.1,74,-40.7,0.146,2,23,,,485,52,68.8,,54.2,2
LB,55,Frankie Luvu,WAS,7,47.4,69.8,101,29.4,57,-40.8,0.696,2,29,,8.86,487,53,53.3,,53.6,8
LB,56,Derrick Barnes,DET,6,48.4,69.1,97,26.5,52,-41.5,0.136,2,27,,,500,54,69,,48.6,5
LB,57,Josiah Trotter,TB,10,,69,,,93,-41.6,0.116,2,21,,,501,55,61.4,,,0
LB,58,Christian Elliss,NE,11,53.1,68.9,95.8,25.1,30,-41.8,3.36,2,27,,5.5,504,56,65.2,,42.7,5
LB,59,Ventrell Miller,JAC,7,47.2,65.5,94.9,27.5,82,-45.1,1.15,2,27,,4.9,541,57,58.6,,47.7,3
LB,60,Omar Speights,LAR,11,46.3,64.4,90.2,24.4,51,-46.3,1.03,2,25,,3.53,555,58,74,,43.9,2
LB,61,Teddye Buchanan,BAL,13,39.7,63.3,89.6,26.1,54,-47.3,4.56,3,23,,,568,59,67.6,Q,49.9,1
LB,62,Payton Wilson,PIT,9,43.1,58.8,73.6,22.2,2,-51.9,2.08,3,26,,,619,60,46.8,,30.5,2
DB,1,Kyle Hamilton,BAL,13,81.6,99.2,129,27.5,57,5.84,1.37,1,25,,9,100,1,2.08,,47.4,4
DB,2,Kamren Curl,LAR,11,76,97.8,126,27.3,62,4.47,0.808,1,27,,7.49,106,2,7.85,,50,6
DB,3,Talanoa Hufanga,DEN,10,76.6,97,125,26.4,61,3.66,0.34,1,26,,10.8,110,3,13.6,,48.4,5
DB,4,Nick Cross,WAS,7,83.2,96.7,118,20.3,23,3.32,1.25,1,24,,7.85,111,4,4.38,,34.8,4
DB,5,Tykee Smith,TB,10,69.8,95.4,131,33.3,89,2.07,0.034,1,25,,7.27,118,5,6.31,,61.2,2
DB,6,Nick Emmanwori,SEA,11,75.8,95.4,122,25.6,46,2.03,0.0211,1,22,,4.97,119,6,2.77,Q,46.2,1
DB,7,DeShon Elliott,PIT,9,72.6,95.3,120,25.1,59,2.01,1.21,1,29,,7.46,120,7,16.6,,47.4,8
DB,8,Jessie Bates,ATL,11,81.4,94.1,117,21.4,31,0.804,0.151,1,29,,6.48,125,8,6.85,,35.6,8
DB,9,Budda Baker,ARI,14,71.6,94,127,30.9,80,0.653,0.653,1,30,,9.62,128,9,6.38,,55.4,9
DB,10,Antoine Winfield,TB,10,71.4,93.3,115,22.7,41,0,1.46,1,28,,9.46,130,10,15.6,,43.6,6
DB,11,Kamari Lassiter,HOU,8,75.4,91.9,117,23.2,51,-1.46,0.829,1,23,,3.53,142,11,33.5,,41.6,2
DB,12,Xavier McKinney,GB,11,72.8,91,118,25.6,52,-2.29,0.135,1,27,,6.94,145,12,14.8,,45.2,6
DB,13,Xavier Watts,ATL,11,77.4,90.9,111,18.8,21,-2.42,0.655,1,24,,3.86,146,13,20.7,,33.6,1
DB,14,Julian Love,SEA,11,78.4,90.3,102,12.4,7,-3.08,0.328,1,28,,7.01,150,14,25.7,,23.6,7
DB,15,Chamarri Conner,KC,5,74.9,89.9,116,24.3,49,-3.41,0.45,1,26,,6.24,152,15,16.2,,41.1,3
DB,16,Trevon Moehrig,CAR,5,74.5,89.5,114,23.1,38,-3.86,0.0117,1,27,,7.39,159,16,12.1,,39.5,5
DB,17,Kevin Byard,NE,11,79.9,89.5,103,12.8,11,-3.87,0.0688,1,33,,6.55,161,17,16.5,,23.1,10
DB,18,Jeremy Chinn,LVR,13,67.1,89.4,124,32.6,84,-3.94,0.508,1,28,,8.9,162,18,9.23,,56.9,6
DB,19,Derwin James,LAC,7,67.3,88.9,122,30.8,82,-4.45,0.423,1,30,,11.6,164,19,3.54,,54.7,8
DB,20,Jordan Battle,CIN,6,71.3,88.5,119,28.7,74,-4.87,0.497,1,25,,4.22,165,20,13.6,,47.7,3
DB,21,Marcus Jones,NE,11,79.2,88,97.2,13.1,25,-5.37,0.266,1,27,,4.34,169,21,76.4,,18,4
DB,22,Jaquan Brisker,PIT,9,65.8,87.7,118,29.1,75,-5.63,0.492,1,27,,2.38,170,22,27.9,Q,52.2,4
DB,23,Tyson Campbell,CLE,11,74.9,87.2,108,19.6,48,-6.13,0.00111,1,26,,,173,23,67.4,,33.1,5
DB,24,Devon Witherspoon,SEA,11,70.3,87.2,110,21.8,36,-6.13,0.164,1,25,,3.38,174,24,29.2,,39.7,3
DB,25,Cole Bishop,BUF,7,69.1,87,115,26.1,64,-6.29,0.617,1,23,,,175,25,38.6,,45.9,2
DB,26,Cooper DeJean,PHI,10,66.5,86.4,102,18.6,30,-6.91,0.0847,1,23,,3.96,178,26,22.3,Q,35.5,2
DB,27,Marlon Humphrey,BAL,13,77.3,86.3,95.7,9.65,15,-6.99,0.0312,1,30,,2.98,179,27,50,,18.4,9
DB,28,Alohi Gilman,KC,5,53.4,86.3,114,32.1,98,-7.02,0.417,1,28,,5.09,180,28,75.5,,60.6,6
DB,29,Amani Hooker,TEN,9,65.2,85.9,108,22.4,56,-7.44,0.663,1,28,,,187,29,43.9,,42.8,7
DB,30,Minkah Fitzpatrick,NYJ,13,72.5,85.2,108,21,39,-8.1,0.277,1,29,,3.29,190,30,39.5,,35.5,8
DB,31,Nick Scott,CAR,5,62.5,85,114,28.1,97,-8.38,0.315,1,31,,1.37,193,31,73.7,,51.5,7
DB,32,Paulson Adebo,NYG,8,59.7,84.6,112,27.5,67,-8.7,0.184,1,27,,3.65,196,32,29.2,Q,52.3,5
DB,33,Quentin Lake,LAR,11,61.2,84.5,112,27,70,-8.88,0.169,1,27,,5.88,199,33,13.1,,50.8,4
DB,34,Alontae Taylor,TEN,9,71.4,84.3,98,13.9,16,-9.05,0.259,1,27,,1.82,200,34,37.3,,26.6,4
DB,35,Justin Reid,NO,8,62.4,84,111,26,72,-9.31,0.0212,1,29,,,202,35,61.4,,48.6,8
DB,36,Josh Metellus,MIN,6,58.1,84,116,31.2,92,-9.33,0.285,1,28,,,203,36,27.9,,57.9,6
DB,37,Michael Jackson,CAR,5,81.3,83.7,86.3,3.68,2,-9.61,0.661,2,29,,3.34,205,37,65.2,,5,7
DB,38,Michael Jackson,CAR,5,81.3,83.7,86.3,3.68,2,-9.61,0.661,2,29,,3.34,205,37,65.2,,5,7
DB,39,Brandon Jones,DEN,10,66.8,83.1,106,21.6,33,-10.3,0.0318,2,28,,,209,38,32.1,,39.2,6
DB,40,Christian Gonzalez,NE,11,65.2,83,106,22,34,-10.3,0.177,2,24,,1.49,210,39,64.3,Q,40.8,3
DB,41,Dillon Thieneman,CHI,10,72.1,82.9,102,18.2,26,-10.5,0.0336,2,22,,5.04,211,40,28.4,,29.9,0
DB,42,Malik Mustapha,SF,8,61.3,82.8,115,30.7,90,-10.5,0.317,2,24,,,212,41,41.2,Q,53.7,2
DB,43,Zayne Anderson,MIA,6,,82.5,,,99,-10.8,0.666,2,29,,,214,42,178,,,5
DB,44,Jalen Thompson,DAL,14,59.6,81.8,113,29.8,79,-11.5,0.421,2,28,,,223,43,33,,53.4,7
DB,45,DaRon Bland,DAL,14,63.2,81.4,111,27.7,85,-11.9,0.14,2,27,,2.3,228,44,56.7,,47.8,4
DB,46,Jalen Pitre,HOU,8,55,81.3,108,27.5,69,-12.1,0.65,2,27,,3.14,231,45,22.8,,53,4
DB,47,Kool-Aid McKinstry,NO,8,69.3,80.6,94.4,13.4,43,-12.7,0.864,2,23,,2.11,241,46,83.8,,25.1,2
DB,48,Ronnie Hickman,CLE,11,61.2,79.8,111,29.5,95,-13.6,0.0187,2,24,,,250,47,75.6,,49.8,3
DB,49,Kamren Kinchens,LAR,11,70.2,79.7,89.8,14.2,44,-13.6,0.267,2,23,,7.7,252,48,52.9,,19.6,2
DB,50,Keisean Nixon,GB,11,67.2,79.5,94.6,14.6,18,-13.9,0.962,2,29,,,257,49,77.2,,27.4,7
DB,51,Evan Williams,GB,11,58.3,78.5,109,28.6,77,-14.8,0.0112,2,25,,,268,50,45.2,,50.7,2
DB,52,Nate Wiggins,BAL,13,73.9,78.5,83.4,6.86,5,-14.8,0.0471,2,22,,,269,51,92.6,,9.5,2
DB,53,Riley Moss,DEN,10,77,78.5,80,2.12,1,-14.9,0.287,2,26,,2.33,270,52,52.3,,3,3
DB,54,Bryan Cook,CIN,6,62.1,78.2,106,25.7,87,-15.2,1.55,2,26,,,273,53,80.3,Q,43.9,4
DB,55,Zyon McCollum,TB,10,57.4,76.6,102,23.8,66,-16.7,0.552,2,27,,,283,54,73.4,Q,44.6,4
DB,56,Camryn Bynum,IND,13,67.2,76.1,85.4,13.2,13,-17.3,0.0228,2,28,,4.8,287,55,34.8,,18.2,5
DB,57,Craig Woodson,NE,11,56.4,76,102,25.1,54,-17.3,0.49,2,25,,,288,56,60,,45.6,1
DB,58,Brian Branch,DET,6,61.1,75.5,89.2,14.5,20,-17.8,0.414,2,24,,5.26,294,57,18,O,28.1,3
DB,59,A.J. Terrell,ATL,11,63.2,75.1,92.2,16.2,8,-18.2,0.278,2,27,,,301,58,,,29,6
DB,60,A.J. Terrell,ATL,11,63.2,75.1,92.2,16.2,8,-18.2,0.278,2,27,,,301,58,,,29,6
DB,61,Trent McDuffie,LAR,11,48.8,74.9,107,31.3,93,-18.5,0.05,2,25,,,303,59,63.6,,58.2,4
DB,62,Grant Delpit,CLE,11,58.7,74.8,96.5,20.6,28,-18.5,0.908,2,27,,2.42,305,60,37.5,,37.8,6
